fnlwgt,age,educational-num,capital-gain,capital-loss,hours-per-week
44671,46,13,0,0,40
87282,44,13,0,0,38
65382,39,10,0,0,40
115176,62,9,0,0,65
114733,34,12,0,0,36
79531,44,11,0,0,40
102828,54,9,0,0,49
32732,21,10,0,0,40
102345,29,10,0,0,52
107584,41,10,0,0,35
34321,20,10,0,0,30
39478,20,10,0,0,54
38573,59,10,0,0,40
47276,31,13,0,0,38
75167,30,10,0,0,40
99361,49,15,0,0,45
105138,36,9,0,0,50
112497,37,14,0,0,40
90021,44,9,0,0,30
77085,45,13,0,0,40
28160,36,9,0,0,40
116207,27,5,0,0,32
63434,19,10,0,0,35
74784,51,13,0,0,60
89041,52,13,0,0,30
80485,26,13,0,0,38
70034,28,13,0,0,45
19302,31,13,0,0,40
116044,26,7,2907,0,50
108069,39,10,0,0,40
31053,38,9,0,0,40
87205,54,9,0,0,15
73585,33,7,0,0,50
59145,64,16,0,1902,60
113756,63,9,0,0,40
83444,48,11,0,0,43
71489,69,14,0,0,25
85077,31,13,0,1902,20
33429,27,10,0,0,40
101027,26,9,0,0,48
99270,37,9,0,0,40
84390,73,11,0,0,32
72880,47,14,0,0,40
108909,17,9,0,0,20
74949,42,10,0,0,40
95885,32,7,13550,0,60
32627,40,14,0,0,60
81259,35,13,0,0,43
77698,25,10,0,0,40
109053,24,9,0,0,25
54202,42,13,10520,0,50
104196,43,10,0,0,40
114988,36,9,0,0,40
49156,41,9,0,0,40
33355,36,10,0,0,45
40925,58,13,0,0,40
114967,27,13,0,0,40
44566,30,13,0,0,80
21792,59,9,0,0,10
92008,18,9,0,0,28
109190,62,13,15024,0,40
34848,34,10,4064,0,40
29732,27,13,4865,0,36
87867,23,9,0,0,35
99554,42,10,0,0,40
105059,26,5,0,0,20
71751,62,10,0,1977,98
34458,47,4,0,0,10
100375,35,10,0,0,40
79874,46,13,0,0,53
104576,66,13,0,0,8
57758,54,14,0,0,68
30908,54,4,0,0,60
94041,32,11,0,0,44
53306,23,9,0,0,30
112181,43,11,0,1902,32
59612,49,10,0,0,44
108233,51,12,0,0,40
89508,36,10,0,0,50
28291,61,13,0,0,40
26781,45,10,0,0,40
98995,34,11,0,0,40
85902,51,6,0,0,40
108435,54,13,0,0,50
94413,34,9,0,0,40
104879,53,9,0,0,40
97419,47,9,0,0,40
33221,20,10,0,0,25
37546,33,15,0,0,40
116666,46,9,0,0,40
99888,66,11,0,0,40
103214,35,16,0,0,60
35245,19,9,0,0,40
33126,44,10,0,0,80
103759,41,10,3942,0,40
64448,63,9,0,0,40
99219,18,7,0,0,15
58337,37,10,0,0,40
96287,30,14,0,0,45
104443,23,10,0,0,40
95917,18,9,0,0,25
49296,23,9,0,0,40
50953,23,10,0,0,10
105010,50,13,0,0,45
23871,33,9,0,0,30
25265,21,9,0,0,40
100669,39,10,0,0,40
54012,20,9,0,0,40
33068,41,14,0,1974,40
70055,43,10,0,0,40
102945,49,4,0,0,40
32477,19,10,0,0,25
101104,65,9,9386,0,10
27624,47,11,0,0,55
39181,63,16,0,2559,60
43712,38,7,0,1887,45
104509,34,11,1639,0,20
106498,55,6,0,0,35
65866,40,10,0,213,40
45607,21,10,0,0,40
31359,59,14,15024,0,80
30759,42,9,0,0,35
29431,66,9,0,0,50
111483,41,9,0,0,45
84848,36,9,0,0,16
88913,41,12,0,0,36
75573,30,13,0,0,45
53566,55,16,0,0,30
117109,20,10,0,0,24
114008,18,9,0,0,35
84755,76,10,0,0,40
49593,33,10,0,0,30
98975,50,13,15024,0,40
102308,47,14,99999,0,50
70754,46,13,0,0,40
88913,43,10,1055,0,40
104746,25,10,0,0,16
108147,19,10,0,0,15
23157,43,9,0,0,60
103642,30,7,0,0,40
50400,24,10,0,0,40
97064,41,11,0,0,44
65038,21,9,0,0,40
83580,21,10,0,0,4
85733,21,10,0,0,40
97176,45,7,0,0,16
78928,37,5,3137,0,40
22422,28,9,0,0,55
63921,35,9,0,0,40
47619,57,12,0,0,40
92775,41,13,0,0,60
50837,37,14,0,0,45
99199,21,9,0,0,40
115411,41,10,2174,0,45
29980,69,4,1848,0,10
97934,51,13,5178,0,40
83783,24,13,0,0,40
91857,38,10,0,0,41
100109,53,14,0,1977,40
28572,39,9,0,0,48
91534,78,13,0,0,3
44116,50,9,0,0,40
46442,27,13,0,0,35
78022,46,9,0,0,40
115634,38,10,0,0,40
114459,47,9,0,0,40
59231,29,10,0,0,42
52322,26,13,0,0,60
105830,27,13,0,0,60
26598,40,13,0,0,40
37683,38,15,99999,0,57
84888,57,9,0,0,50
94432,51,9,0,0,55
24982,44,10,0,0,40
85109,48,10,0,0,45
49837,36,10,0,0,40
95639,40,9,0,0,40
33155,42,9,0,0,45
24694,55,10,0,0,40
101475,62,12,0,0,40
77820,38,9,0,0,40
95465,29,9,0,0,42
104617,28,4,0,0,99
105339,60,13,7298,0,60
108301,25,9,0,0,20
73498,32,4,0,0,40
101562,32,13,0,0,45
98719,48,9,0,0,44
29115,41,10,0,0,20
67958,23,10,0,0,30
98980,50,13,7298,0,40
94174,51,10,0,0,35
116632,40,9,0,0,60
51461,28,13,0,1887,40
54953,35,9,0,0,40
95280,57,10,99999,0,45
97261,19,9,0,0,40
103020,47,4,0,0,40
50649,31,14,0,0,50
30575,48,11,0,0,70
115066,32,9,0,0,60
101697,31,11,0,0,40
78170,21,9,0,0,42
33811,30,13,0,0,40
115258,18,7,0,0,12
115932,44,12,0,0,40
69867,62,11,7298,0,50
24872,60,10,0,0,30
98725,37,13,0,0,42
89534,52,9,0,0,40
109921,47,9,0,0,32
87605,33,9,0,0,40
89477,69,10,0,0,14
78258,26,11,0,0,36
31387,42,16,0,0,40
106406,26,10,0,0,40
94652,26,10,0,0,40
66686,38,11,0,0,40
30509,38,14,0,1669,55
32639,21,10,0,0,20
36423,36,9,0,0,25
35236,43,10,0,0,84
33350,58,9,0,0,35
114838,25,15,0,0,8
55621,60,12,0,0,40
54878,62,9,0,0,25
34998,49,10,0,0,60
51016,57,9,0,0,60
41521,26,9,0,0,35
107233,39,9,0,0,40
33798,28,8,0,0,50
102270,31,4,0,0,40
45817,64,5,0,0,50
73773,68,9,0,0,24
101795,18,6,0,0,40
75065,44,8,0,0,60
34310,21,11,0,2603,40
63552,67,4,0,0,35
37331,66,9,0,0,15
111129,37,10,0,0,45
41718,62,6,0,0,35
61343,35,10,0,0,45
36989,35,9,0,0,40
91545,56,6,0,0,36
97632,41,10,0,0,32
41183,21,10,0,0,20
66473,27,13,0,0,50
29526,19,10,0,0,18
27920,18,7,0,0,25
67467,25,9,0,0,40
102569,46,14,15024,0,65
37202,26,13,0,0,45
51362,22,13,0,0,16
32552,59,9,0,0,48
96249,44,10,3411,0,40
45599,51,9,0,0,40
102180,43,14,0,0,50
98989,43,9,0,0,40
113364,30,13,0,0,18
49593,30,15,0,0,40
115511,42,16,0,0,50
57674,63,14,0,0,48
115896,44,11,0,0,40
30008,53,6,0,0,35
32528,38,10,0,0,40
95552,24,9,0,0,40
53407,54,9,0,0,40
33842,46,10,3103,0,40
48829,30,9,0,1602,30
113198,34,12,0,0,28
93206,27,10,0,0,40
111961,47,9,0,0,30
41035,20,10,0,0,20
71823,45,10,0,0,20
83066,30,9,0,0,40
98746,55,10,0,0,50
74182,41,9,0,0,40
30664,64,11,0,0,30
109952,20,10,0,0,25
106297,36,14,0,0,40
48702,33,11,0,0,65
111283,51,9,99999,0,35
98012,46,11,0,0,40
108468,31,15,0,0,60
66935,25,13,0,0,40
42044,35,12,0,0,40
84979,79,11,0,0,20
72119,21,10,0,0,45
108945,41,9,14344,0,40
101345,34,13,0,0,40
59932,29,13,0,0,40
40915,26,13,0,0,25
111476,18,7,0,0,40
47085,30,6,0,0,40
102106,56,9,0,0,40
116338,49,9,0,653,60
59924,22,9,0,0,40
95128,51,9,0,0,40
45796,32,9,0,0,45
110748,52,14,0,0,50
62374,31,9,0,0,50
114761,72,4,0,0,20
93225,36,9,0,0,40
27408,35,10,0,0,40
88231,20,10,0,0,40
30499,32,13,0,0,32
29962,42,13,0,0,48
67234,22,9,0,0,60
37092,67,4,0,0,4
33304,53,15,0,0,38
58222,20,10,0,0,20
114459,45,9,0,0,50
46400,19,10,0,0,24
92609,24,13,0,0,45
86111,80,16,0,0,30
35633,23,10,0,0,50
49737,55,10,0,0,50
55568,39,9,0,0,40
29874,38,11,0,0,40
90363,54,12,0,0,40
53727,40,14,0,0,50
46400,19,10,0,0,32
63021,39,10,0,0,20
27959,33,9,0,0,40
101299,45,16,0,0,40
113129,31,10,0,0,65
89884,60,9,0,0,50
32121,41,9,0,0,40
50837,37,4,0,0,50
100793,42,13,0,0,60
76317,38,11,0,0,55
115005,43,9,0,0,40
63918,19,10,0,0,40
101825,45,9,0,0,45
35644,30,7,0,0,50
116751,29,11,0,0,56
57951,21,10,0,0,30
90705,34,10,0,1485,40
116508,33,6,0,0,40
97136,39,9,0,0,40
97419,47,13,0,0,40
36006,45,13,0,0,45
38876,43,9,0,0,50
32921,24,10,0,0,50
117167,24,10,0,0,53
90582,43,9,0,0,40
116901,58,9,0,0,25
107617,57,9,0,0,60
116358,44,13,0,0,50
104232,17,6,0,0,10
86786,17,6,0,0,40
109282,30,10,0,0,20
115932,40,13,0,0,60
55360,28,10,0,0,40
115289,37,10,0,0,40
69132,27,13,0,0,40
34616,21,10,0,0,20
74660,52,14,0,0,40
31141,48,10,0,1902,40
116554,37,14,0,0,70
89011,68,16,0,0,50
38158,31,10,0,0,40
50122,42,9,0,0,60
86837,64,12,0,0,40
113364,32,13,0,0,40
77884,73,9,0,0,40
89587,53,10,7298,0,45
109912,42,12,0,0,40
25429,19,8,0,0,20
54411,29,9,0,0,50
37289,54,14,0,0,55
103925,37,9,0,0,68
31577,60,11,0,0,40
61298,59,13,0,0,40
51944,29,9,4386,0,40
67482,33,11,0,0,99
108775,29,9,0,0,40
29623,52,8,0,0,40
114011,63,9,0,0,20
52144,63,10,0,0,35
61885,47,13,15024,0,50
77572,29,12,0,0,40
26543,33,11,0,0,40
84119,32,9,0,0,40
84130,31,10,0,0,50
81534,45,9,0,0,84
116143,56,13,5178,0,44
58343,36,13,3103,0,42
80058,31,9,0,0,64
33727,33,14,0,0,40
94334,37,4,0,0,25
35295,51,9,0,0,45
101338,55,6,0,0,40
29054,37,11,0,0,84
101481,36,9,0,0,40
54850,34,13,0,1590,50
105817,28,7,0,0,50
100135,32,9,0,0,40
41517,60,7,0,0,20
102182,18,8,0,0,30
34878,58,13,0,0,50
56841,45,9,0,0,40
110684,22,9,0,0,20
90127,53,10,0,0,60
37997,44,9,0,0,60
61308,31,6,0,0,40
71379,22,10,0,0,35
96824,35,10,0,0,40
80680,23,10,0,0,16
100345,22,9,0,0,43
36275,18,9,0,0,25
76313,30,9,0,0,48
89942,41,9,3674,0,45
27939,32,10,0,0,60
105787,26,9,0,0,36
115326,23,10,0,0,20
24529,34,9,0,0,15
67841,56,9,0,0,40
110457,46,14,0,0,55
72333,47,9,0,0,40
113806,58,13,7688,0,30
52536,25,12,0,1594,25
52963,38,13,0,0,50
115306,90,14,0,0,40
28119,19,10,0,0,4
112650,34,4,0,0,40
102130,33,10,0,0,40
34037,41,9,0,0,40
116613,27,10,0,0,50
96062,53,10,0,1740,40
103586,53,13,0,0,55
34701,27,13,0,0,40
106252,46,10,0,0,40
30565,35,9,0,0,40
105138,48,9,0,0,40
64479,48,13,0,0,47
55395,40,11,0,0,40
106982,43,13,0,0,40
37591,58,13,0,0,40
94391,50,11,0,0,50
82161,41,9,0,0,40
36214,37,13,0,0,65
48947,52,10,0,0,45
24106,39,10,0,0,40
28967,19,10,0,0,40
94744,20,9,0,0,20
80004,39,9,0,0,40
109702,18,10,0,0,30
39610,62,10,0,0,80
90046,24,13,0,0,40
86298,44,9,0,0,40
36058,24,13,0,0,50
93535,45,14,0,0,40
112952,33,10,0,0,48
73392,26,9,0,0,30
39901,25,13,0,0,60
72338,35,9,0,0,56
57233,44,10,0,0,45
107302,38,9,0,0,50
102884,33,13,0,0,20
101709,32,13,0,0,40
76860,52,9,0,0,8
61272,34,13,0,0,40
106544,47,9,0,0,40
40295,27,9,0,0,99
63466,48,9,0,0,32
109917,31,4,0,0,40
114937,31,13,0,0,35
31728,55,10,0,0,40
55465,23,10,0,0,40
111423,31,13,0,0,55
30111,58,10,0,0,40
54800,60,9,0,0,40
54772,49,9,3103,0,45
56651,44,10,7688,0,45
62865,20,9,0,0,45
107196,66,9,0,0,18
65171,28,10,0,0,70
33887,36,10,0,0,40
106748,59,4,0,0,99
99064,53,5,0,0,40
59460,44,9,0,0,15
48093,36,10,0,0,92
106910,45,9,0,0,40
31095,35,11,0,0,60
42435,82,6,0,0,20
107411,28,9,0,0,45
106179,29,13,0,0,35
29571,17,8,0,0,15
24050,62,9,0,0,15
99086,46,10,0,0,40
110563,52,10,0,0,40
67929,19,10,0,0,50
41356,23,12,0,0,32
109133,37,12,0,1977,45
100882,33,14,0,0,40
98989,35,5,0,0,38
89718,27,10,0,0,40
92036,40,13,0,0,40
77146,36,14,0,0,40
104842,56,13,0,0,50
59202,18,9,0,0,10
32709,36,10,3325,0,45
73559,67,9,9386,0,50
107597,49,9,14084,0,30
97168,59,6,0,0,40
30271,32,10,0,0,30
59496,30,10,0,0,40
34218,43,10,0,0,40
78388,28,6,0,0,38
110426,38,16,7688,0,40
34845,48,9,0,0,40
111163,46,9,0,0,38
92112,18,9,0,0,30
29810,22,10,0,0,30
72338,25,9,0,0,40
35309,33,13,0,0,40
116360,45,9,0,0,35
64544,63,13,0,0,40
101468,55,9,3103,0,40
107882,22,13,0,0,35
29762,44,9,0,0,68
99604,40,14,15024,0,24
95446,17,6,0,0,15
98361,55,9,0,0,35
111971,40,9,0,0,30
109227,46,10,0,0,70
20098,30,11,0,0,40
105896,43,10,0,0,40
31014,50,9,0,0,40
89389,26,10,0,0,40
103986,35,11,0,0,40
116800,22,12,0,0,60
99199,21,10,0,0,10
100479,44,12,0,0,48
32587,36,10,0,0,40
61343,35,9,0,0,90
34965,26,10,0,0,12
117496,50,9,7298,0,30
114059,36,13,0,0,45
84553,90,9,0,0,40
66326,38,9,0,0,99
86483,26,10,0,0,40
113635,28,7,0,0,30
105936,43,11,13550,0,40
40024,43,7,0,0,42
22211,51,14,0,1902,60
82566,54,12,0,0,45
76034,47,10,0,0,57
92845,60,3,0,0,40
29083,19,9,0,0,25
107308,55,14,0,0,40
111891,44,10,0,0,35
67187,39,9,0,0,40
114508,43,9,0,0,40
50567,49,10,0,0,32
117476,20,10,0,0,40
87205,51,13,7688,0,20
35406,46,4,0,0,32
27882,32,10,0,2205,40
70240,39,10,0,0,40
26929,40,14,0,0,40
50171,64,9,0,0,10
60981,18,6,0,0,30
70868,17,7,0,0,16
76767,36,10,0,0,39
51264,39,7,0,0,40
51461,28,9,0,0,40
33304,50,9,0,0,40
38918,27,9,0,1876,75
98466,44,6,0,0,35
43475,21,9,0,0,40
52590,49,9,0,0,40
108815,53,9,0,0,60
33373,46,13,0,0,40
64307,28,4,0,0,40
62333,35,13,0,0,40
104996,56,9,0,0,40
96483,43,9,0,0,40
51744,45,13,0,0,42
89559,38,10,0,0,40
32533,41,11,0,0,45
112376,66,4,0,0,40
44915,60,14,0,0,10
111450,24,6,0,0,65
109005,19,10,0,0,40
86643,38,13,0,0,45
29962,42,9,0,0,40
29375,57,9,0,0,35
22641,34,9,0,0,40
114801,29,10,0,0,40
94345,58,9,0,0,40
79627,49,10,0,0,40
86459,36,11,0,1887,50
101077,63,12,0,0,35
83046,47,13,0,0,18
46609,29,6,0,0,40
81654,47,10,0,0,56
111625,58,13,8614,0,40
108557,48,13,99999,0,40
82497,21,10,0,0,30
96827,53,13,0,0,40
111829,40,14,0,0,40
101096,60,16,0,0,65
84979,77,16,20051,0,40
87209,34,14,0,0,60
68898,50,14,7688,0,55
35884,57,9,0,0,40
70767,51,9,0,0,40
31481,33,13,0,0,24
22328,26,13,0,0,40
34572,34,11,0,0,60
34098,63,6,0,0,56
50880,48,10,0,0,40
92863,19,9,0,0,20
39477,20,10,0,0,30
115457,55,9,0,0,40
68729,42,10,0,0,40
89622,36,9,0,0,80
108390,71,10,3432,0,20
101500,61,11,0,0,40
35523,43,12,0,0,35
105936,40,13,0,0,40
34506,22,10,0,0,25
116961,60,4,0,0,20
69249,68,9,0,0,50
27051,32,13,0,0,44
60414,44,14,0,0,40
47392,57,9,0,0,40
107125,38,10,0,0,60
114292,24,5,0,0,40
76043,65,9,0,0,1
47022,48,9,0,0,48
105363,56,13,4508,0,40
89419,39,11,0,0,40
85787,65,4,0,0,40
67065,44,11,594,0,25
110597,20,10,0,0,30
86551,37,13,0,0,50
106900,44,9,0,0,68
117217,26,13,0,0,45
99894,56,6,0,0,30
109307,23,11,0,0,40
106982,41,10,0,0,40
107812,29,10,0,0,15
21306,27,12,0,0,40
108082,64,10,0,0,40
81436,52,15,0,0,40
84737,63,4,0,0,40
97778,54,4,0,0,40
21698,54,6,0,0,40
63996,25,9,0,0,40
111483,44,6,0,0,50
31008,18,10,0,0,30
115076,39,10,0,0,40
50644,40,12,1506,0,40
92968,52,14,15024,0,40
90803,45,10,0,0,40
81487,45,10,0,0,40
35603,24,10,0,0,40
65545,40,14,0,0,55
40767,21,10,0,0,40
109133,37,14,27828,0,60
31717,28,9,0,0,45
106698,42,10,0,0,32
35210,43,10,0,0,40
47310,36,9,0,0,40
113597,44,10,0,0,55
41090,41,9,0,2002,60
99373,40,6,0,0,40
109705,47,9,0,0,40
38310,50,4,0,0,40
69311,33,9,0,0,40
59367,26,13,0,0,40
35551,55,9,0,0,40
96099,60,10,0,0,40
23037,23,8,0,0,40
29054,37,9,0,0,50
32528,37,9,0,0,40
64667,50,9,0,0,60
113337,36,10,0,0,42
100999,19,7,0,0,30
50178,31,10,0,0,40
72442,61,7,0,0,40
30731,50,11,0,0,50
35723,55,14,0,0,60
77937,41,8,0,0,40
41553,60,10,0,0,40
59146,24,9,0,0,48
56331,58,13,0,0,40
23510,42,14,0,2201,60
112497,35,9,0,0,35
50351,68,14,6360,0,20
113936,22,10,0,0,40
53367,17,5,0,0,35
95256,46,9,0,0,50
66686,37,9,0,0,40
93235,17,8,0,1721,25
114639,34,10,0,0,20
105938,32,9,0,0,40
27067,47,9,0,0,40
36270,36,9,0,1977,65
109080,25,10,0,0,55
104333,58,10,0,0,40
44216,28,9,0,0,40
81243,43,13,0,1876,40
99064,51,11,5013,0,40
115549,28,10,0,0,60
115784,49,11,0,0,45
116163,45,9,0,0,40
108542,25,10,0,0,40
26781,46,9,0,0,40
31782,59,6,0,0,45
74500,29,13,0,0,40
47707,38,9,0,0,40
111128,36,9,0,0,40
34007,43,13,0,0,70
73514,30,13,0,0,45
59969,31,9,0,0,35
116517,67,13,0,0,35
58880,41,13,7688,0,10
111066,49,13,0,0,50
31740,34,4,0,0,40
86492,31,11,0,0,30
115932,30,9,99999,0,50
37302,27,7,0,0,50
101233,48,11,0,0,15
71458,42,10,0,0,50
69251,34,10,0,0,40
102359,46,13,0,0,40
99146,39,14,0,0,40
38819,49,13,0,0,50
117201,19,10,0,0,22
81965,38,11,0,0,40
53434,29,11,0,0,60
24127,56,11,0,0,54
26716,55,6,0,0,60
109020,31,13,0,0,40
33087,20,11,0,0,40
38455,20,6,0,0,40
81054,41,10,0,0,25
96844,24,10,0,0,17
102092,48,9,0,0,40
32533,42,10,0,0,45
34378,37,10,0,0,35
91959,43,13,0,0,45
37232,33,10,0,0,80
56424,19,8,0,0,20
106976,33,9,0,0,40
50512,28,13,2202,0,50
32950,24,13,0,0,35
83315,22,9,0,0,40
80324,39,10,0,1977,62
47902,40,9,0,0,40
105244,20,10,0,0,50
35865,19,10,0,0,35
22966,22,10,0,0,6
43535,21,10,0,0,40
72486,62,9,0,0,24
113364,31,12,0,0,20
108464,30,10,0,0,40
31007,17,6,0,0,30
35917,26,10,0,0,50
99385,45,9,0,0,40
48358,50,9,7688,0,40
104748,51,10,0,0,45
115784,49,10,0,0,40
96509,40,10,0,0,40
89813,27,9,0,0,40
103840,20,9,0,0,42
101020,39,8,0,0,40
68729,44,13,0,0,40
115613,47,9,0,0,50
29887,51,9,0,0,44
108446,50,10,0,0,40
32008,30,13,0,0,72
102308,46,13,0,2415,40
94156,56,15,0,1977,50
43235,60,13,0,0,50
64631,43,9,15024,0,50
71800,63,4,0,0,41
110556,43,9,0,0,40
91262,46,10,0,0,40
93930,33,9,0,0,40
90614,34,12,0,2042,10
98588,52,9,0,0,40
34446,20,9,0,0,20
60562,17,5,0,0,20
30497,32,11,0,0,40
69306,38,10,0,0,40
111224,57,13,0,0,39
72743,52,9,0,0,50
37353,49,14,0,0,40
109609,26,10,0,0,30
99823,63,10,0,0,32
37379,25,13,0,0,50
33863,54,9,0,0,60
54373,61,10,0,0,40
52753,21,9,0,1504,40
104423,29,10,4386,0,45
101265,61,10,0,0,43
84278,53,13,0,0,48
114580,40,9,0,0,24
90668,31,6,0,0,40
80625,30,13,0,0,40
24504,34,9,0,0,40
100462,21,11,2174,0,60
37778,36,14,0,0,70
60288,27,14,0,0,40
52028,24,2,0,0,5
113530,34,13,0,0,40
26669,41,10,0,0,40
111795,64,13,0,0,45
47310,36,10,0,0,40
99127,48,12,0,0,45
105866,59,13,0,0,30
51973,24,13,0,0,20
35001,61,4,2885,0,40
67586,24,11,0,0,35
71733,28,10,0,0,15
92968,52,13,0,0,40
106395,69,9,0,0,40
97614,32,10,0,0,40
106273,19,10,0,0,38
110610,63,6,0,0,50
113398,58,9,0,0,25
114859,43,10,0,0,17
106698,40,12,0,0,40
117251,48,9,0,0,32
106705,26,9,0,0,28
34788,58,10,0,1887,40
117017,74,10,0,0,16
104756,64,10,0,0,8
55720,45,13,0,0,40
96524,42,13,0,0,40
28419,46,15,99999,0,50
101214,44,13,0,0,44
107306,40,13,0,0,40
99185,51,13,0,0,60
99309,32,9,0,0,40
44257,47,13,0,0,60
31842,28,13,0,0,40
26966,62,10,0,0,40
35411,59,9,0,0,40
102583,47,13,0,0,35
100226,52,13,0,0,40
63503,40,13,0,0,40
95929,61,5,0,0,40
92178,61,7,0,0,40
31365,55,13,0,0,40
116230,60,4,0,0,40
108907,38,9,0,0,40
41609,19,10,0,0,10
56248,62,13,0,2415,60
98829,53,13,0,0,50
47907,27,13,0,0,43
27776,23,9,0,0,40
100734,30,13,0,0,38
111746,34,9,0,0,45
54608,30,10,0,0,48
108542,26,10,0,0,40
101618,27,9,0,0,50
115215,39,9,0,0,40
85572,29,13,0,0,42
83517,27,9,0,0,60
117059,59,7,0,0,40
78875,65,10,2290,0,40
51461,28,14,0,0,60
92374,43,14,0,0,35
110622,22,13,0,0,15
112974,18,7,0,0,3
36651,41,14,0,1848,40
78530,30,9,0,0,40
103980,41,10,0,0,52
98350,61,1,0,0,40
41793,62,14,0,0,50
108198,35,9,0,0,15
93557,47,9,0,0,40
33114,74,6,1797,0,30
92486,50,10,0,0,40
32855,59,4,0,0,70
89146,47,9,0,0,40
29235,32,10,0,0,40
35092,52,16,0,0,40
103179,54,9,0,0,60
60426,30,9,0,0,40
48997,41,9,0,0,40
105381,47,9,0,0,40
113571,26,9,0,0,70
112754,26,11,0,0,65
68006,55,4,0,0,60
62539,56,7,0,0,65
40295,29,9,0,0,40
112403,28,9,2354,0,40
31137,59,9,0,0,40
116138,30,13,27828,0,60
107658,20,10,0,0,10
35724,75,9,0,0,8
33331,41,9,0,0,45
41031,23,10,0,0,35
53042,33,8,0,0,40
93034,35,9,0,0,40
34378,37,2,0,0,40
39432,22,9,0,0,40
60313,37,9,0,0,40
113948,25,11,0,0,45
38876,41,11,0,0,60
117299,55,9,7688,0,40
114813,20,6,0,0,40
33688,30,9,0,1669,70
117210,20,9,0,0,40
80511,31,12,0,0,44
106347,35,9,0,0,45
116820,29,9,0,0,50
98061,41,9,0,0,40
100029,53,16,0,0,40
100829,28,13,0,0,50
94318,62,13,0,0,50
60949,43,9,0,0,40
89534,50,9,0,0,40
75024,38,4,0,0,40
108946,35,9,0,0,40
93223,25,10,0,0,35
45801,71,9,0,0,70
23892,35,9,0,0,40
68882,51,2,0,0,35
96552,46,10,0,0,17
95500,61,9,0,0,40
42293,18,6,0,0,30
97759,38,8,0,0,17
30771,28,10,0,0,40
25955,31,5,0,0,35
108506,22,11,0,0,75
58371,26,9,0,0,40
35824,43,10,0,0,40
108542,25,13,0,0,35
38948,35,10,0,0,50
26543,30,13,0,0,40
109067,42,13,0,0,40
38238,23,13,0,0,40
104438,68,13,0,0,40
43434,45,13,0,0,40
102147,45,11,0,0,40
78765,42,10,3103,0,45
102942,21,10,0,2001,40
65706,35,9,0,0,40
102569,45,9,0,0,40
56559,72,9,0,0,12
37289,52,14,0,0,40
36069,31,9,0,0,35
53245,23,13,0,0,40
70240,39,3,0,0,40
100734,30,10,0,0,40
60001,43,10,0,0,40
104052,30,9,0,1741,42
68358,20,10,0,0,12
115040,30,9,0,0,25
111994,45,10,4650,0,40
63577,26,10,0,0,30
26598,41,9,0,0,40
116707,60,7,0,0,40
99199,22,10,0,0,20
114797,46,9,0,0,36
36270,36,9,0,0,60
107138,67,10,0,0,40
77820,35,10,0,0,60
39477,20,10,0,0,40
58305,34,9,0,1573,40
44797,19,10,0,0,15
48413,53,9,0,0,40
36592,31,9,0,0,91
29617,33,10,0,0,40
37932,20,9,0,0,40
46987,28,11,2174,0,36
37741,25,13,0,0,40
95946,51,13,0,0,50
31267,49,4,0,0,40
23580,65,13,0,0,40
43953,30,12,0,0,40
105216,67,10,0,0,25
41017,36,10,0,0,52
99374,37,6,0,0,55
24008,22,10,0,0,72
33487,63,4,0,0,40
109969,40,7,0,0,20
116830,20,9,0,0,40
117166,39,6,2635,0,40
106951,28,9,0,0,42
89625,30,10,0,0,5
109762,40,10,0,0,40
105252,67,10,7978,0,35
94552,65,10,0,0,40
103277,21,8,4508,0,30
62374,34,9,0,0,48
96245,34,9,0,0,40
111567,30,9,0,0,48
34987,41,13,0,0,35
42907,42,9,0,0,48
112660,37,5,0,0,35
69847,25,13,0,0,40
109133,36,9,0,0,40
42209,76,5,0,0,25
71417,53,16,0,0,40
47678,20,9,0,0,40
38294,35,9,0,0,40
104834,26,14,0,1669,40
30529,35,9,0,0,40
117363,24,13,0,0,35
102476,26,13,0,0,25
115023,62,10,0,0,40
28473,25,11,0,0,40
97453,30,9,0,0,54
61855,19,9,0,0,30
106961,39,9,0,0,40
105936,44,12,0,0,40
36425,37,9,0,0,40
33521,44,10,0,0,40
70539,40,10,4386,0,50
105728,53,9,0,0,28
104892,43,9,0,0,45
30687,18,10,0,0,10
54932,29,10,0,0,35
91506,54,10,0,0,65
55508,40,4,0,0,40
81761,67,14,0,0,2
107314,56,10,0,0,40
114158,29,10,0,0,40
83413,32,13,0,0,35
112497,36,5,0,0,50
97521,30,13,0,0,50
27044,28,12,0,0,43
102323,21,10,0,0,30
27766,43,13,0,0,60
22201,41,13,0,0,40
52187,39,9,0,0,40
105592,59,10,0,0,12
78171,39,10,0,0,40
55377,46,13,0,0,40
38606,27,13,0,1504,45
55717,34,9,0,1848,50
84808,52,9,0,0,40
43887,19,9,0,0,10
54260,45,10,0,0,99
83671,33,9,0,0,40
40955,38,14,0,0,43
98080,35,15,4787,0,45
40822,18,7,0,0,15
51961,26,13,0,0,20
95855,37,7,0,0,40
30916,38,12,0,0,60
45156,41,9,2174,0,41
98776,37,9,0,0,15
79637,34,13,0,0,40
64520,23,9,0,0,30
97741,50,9,0,0,45
57898,20,8,0,0,40
66356,56,10,0,0,50
32528,35,9,0,0,50
95708,41,14,0,0,45
100734,33,9,0,0,55
28497,45,13,0,1485,70
85548,35,10,0,0,40
68552,19,9,0,0,30
79586,40,15,99999,0,40
